,article_title,lastrevid
5743,Lev Kasso,1023638673
5744,Gennady Kazmin,1115066790
5745,Ruslan Khasbulatov,1109165439
5746,Vyacheslav Khizhnyakov,1103028517
5747,Vitaliy Khotsenko,1114935860
5748,Andrei Klepach,1098564839
5749,Roman Konoplev,1114094812
5750,Daniil Konstantinov,1108169709
5751,Gennady Konyakhin,1113703725
5752,Valentin Korabelnikov,1107204700
5753,Andrey Korotkov,1097254788
5754,Tatyana Koryagina,1109428319
5755,Konstantin Kosiakin,1078435995
5756,Konstantin Kostin (politician),1098564486
5757,Pshemakho Kotsev,1057683992
5758,Mikhail Kovalchuk,1109153535
5759,Aleksandr Kovalyov (politician),1066483568
5760,Sergey Kravtsov (politician),1086279732
5761,Albert Krivchenko,1104173903
5762,Maxim Ksenzov,1112722741
5763,Sergei Kukharenko,981865833
5764,Dmitry Sergeyevich Kuzmin,1084815402
5765,German Kuznetsov,1080823202
5766,Mikhail Sergeevich Kuznetsov,1076563306
5767,Vladimir Kvachkov,1109002326
5768,Vladimir Laptev,1095471294
5769,Pyotr Latyshev,1113506778
5770,Gennady Lebedev,1085533024
5771,Igor Levitin,1098565066
5772,Alexey Limanzo,1095898555
5773,Mikhail Lobanov,1114941700
5774,Adilgerei Magomedtagirov,1101881487
5775,Alexander Sergeyevich Makarov,1071134229
5776,Konstantin Malofeev,1112137638
5777,Akhmed Malsagov,1108240272
5778,Evgeny Markin,1089432915
5779,Vladimir Markin (journalist),1111884873
5780,Aleksandr Matovnikov,1115019616
5781,Oleg Matveychev,1091953906
5782,Alexander Melnikov (politician),1021935583
5783,Viktor Mikhailov (politician),1103531523
5784,Yevgeniya Mikhaylova,1080851008
5785,Yevgeny Miller,1080825298
5786,Anatoly Mishnev,1105222950
5787,Viktoriya Mitina,1114388100
5788,Mikhail Mokretsov,1115296902
5789,Andrey Molchanov (businessman),1112768905
5790,Yuriy Molchanov,1112779683
5791,Yevgeny Murov,1101226283
5792,Valery Nazarov,1105957937
5793,Vladimir Nikolayev (politician),1111372776
5794,Valeriya Novodvorskaya,1095541057
5795,Magomed Omarov (politician),1109566517
5796,Kongar-ool Ondar,1093086725
5797,Mikhail Oseevsky,1082420455
5798,Mikhail Pakhomov,1080823535
5799,Nina Pereverzeva,1096203675
5800,Vladimir Petrovsky,1112067479
5801,Alexey Pleshakov,1100943430
5802,Andrey Podavalov,1103026410
5803,Anatoly Popov,1091180252
5804,"Sergey Popov (politician, born 1960)",1110241271
5805,Vitaly Prilukov,1111057801
5806,Mikhail Prusak,1114096772
5807,Viktor Rashnikov,1114957011
5808,Alexander Ryazanov,1106539266
5809,Fandas Safiullin,1100414698
5810,Vladimir Samozhenkov,1080825403
5811,Maria Sergeyeva,1105893508
5812,Aleksei Shaposhnikov (politician),1090772724
5813,Yevgeny Shaposhnikov,1114524280
5814,Ruslan Shaveddinov,1113689705
5815,Roman Shaykhutdinov,1111055172
5816,Pyotr Shilovsky,1093669018
5817,Evgeny Shkolov,1112297382
5818,Alexander Shkurko,1114395638
5819,Aleksandr Shlyakhturov,1077147940
5820,Sergei Shmatko,1114096702
5821,Yury Shutov,1090436906
5822,Anatoly Sliva,1103028407
5823,Sergei Mikhailovich Smirnov,1090297059
5824,Anatoly Sobchak,1113511384
5825,Valentina Sovkina,1007375263
5826,Vladimir Starostenko,1114153845
5827,Sergei Storchak,1101913209
5828,Denis Sverdlov,1109345703
5829,Mikhail Svetov,1114919725
5830,Dmitry Ivanovich Sviatopolk-Mirsky,1111450361
5831,Alexander Tarasov,1089097038
5832,Sergei Ivanovich Tiulpanov,1112350018
5833,Kirill Tomashevich,971322102
5834,Sergey Tsoy,1084755816
5835,Alexander Turgenev,1104014205
5836,Alipasha Umalatov,1094973437
5837,Dimitry Vasiliev,1080824990
5838,Aleksandr Verkhovsky,1111908862
5839,Sergey Verlin,1103424383
5840,Aleksandr Voloshin,1112768390
5841,Lola Voronina,1080825066
5842,Oleg Vyugin,1111667077
5843,Vasily Yakemenko,1105722458
5844,Vladimir Yakunin,1112337553
5845,Mikhail Yefremov (politician),1113897347
5846,Nikolai Yegorov (politician),1100427564
5847,Valentin Yumashev,1111138915
5848,Igor Yusufov,1107903078
5849,Vadim Zagladin,1103655257
5850,Yury Zaostrovtsev,1112341299
5851,Vladimir Zaytsev,1083203316
5852,Valery Zorkin,1098784207
5853,Jacques Bihozagara,962450057
5854,Francois Habitegeko,1093566116
5855,Soraya Hakuziyaremye,1113025870
5856,Emmanuel Havugimana,1092282528
5857,Jean de Dieu Rurangirwa,1056019246
5858,Paul Kagame,1114414912
5859,Froduald Karamira,1095387542
5860,Patrick Karegeya,1093281669
5861,Alexandre Lyambabaje,1090449316
5862,Christine Mukabunani,1068450641
5863,Monique Mukaruliza,1104981604
5864,Thomas Nahimana,1112687307
5865,François Ngarukiyintwali,1024022545
5866,Manasseh Nshuti,1080092568
5867,Bernard Ntaganda,1056019386
5868,Solina Nyirahabimana,1113000424
5869,Tharcisse Renzaho,1103863452
5870,Anastase Shyaka,1088142303
5871,Gatabazi Jean Marie Vianney,1072416898
5872,Protais Zigiranyirazo,1091835051
5873,Ricky Skerritt,1083795099
5874,Sua Rimoni Ah Chong,1026249436
5875,Le Mamea Matatumua Ata,1058368388
5876,Va'aelua Eti Alesana,1056317694
5877,Lauaki Namulauulu Mamoe,1105924212
5878,Tui Manuʻa Elisala,1112329208
5879,Toleʻafoa Solomona Toʻailoa,1040051734
5880,Tamaseu Leni Warren,1109671999
5881,Pio Chiaruzzi,1102951189
5882,Alessandro Mancini,1109440451
5883,Abdullah bin Faisal Al Saud (1831–1889),1114418865
5884,Faisal bin Turki Al Saud (1785–1865),1114418964
5885,Khalid bin Saud Al Saud (1811–1865),1114418953
5886,Armand-Pierre Angrand,1061043624
5887,Léopold Angrand,1093234974
5888,Alioune Badara Cissé,1101066687
5889,Landing Badji,1093235128
5890,Cheikh Abdoul Khadre Cissokho,1075216122
5891,Modou Dia,1093235453
5892,Karamba Diaby,1112293494
5893,Youssou Diagne,1045109573
5894,Ibrahima Diallo (politician),1093235494
5895,Alioune Diop,1083577446
5896,Cheikh Anta Diop,1114340224
5897,Makhtar Diop,1105658956
5898,Ngalandou Diouf,1073073938
5899,Cheikh Sadibou Fall,1104101465
5900,Amadou Karim Gaye,1070369172
5901,Abbas Gueye,1055499648
5902,Aissa Mama Kane,1093235109
5903,Maïmouna Kane,1112938840
5904,Louis Le Gros,1103951329
5905,Amadou-Mahtar M'Bow,1110395778
5906,Abdoul Aziz Mbaye,1104228582
5907,Alioune Badara M'Bengue,1060926452
5908,Abdou Mbow,1043059347
5909,Penda Mbow,1088149192
5910,Mamadou Bamba Ndiaye,1107438035
5911,Ndioro Ndiaye,1079855467
5912,Khalilou Sall,1109928120
5913,Alioune Sarr,1106335288
5914,Assane Seck,1093235225
5915,Léopold Sédar Senghor,1110131122
5916,Louis Jacques Senghor,1093235015
5917,Fatimata Seye Sylla,1012863505
5918,Ousmane Sonko,1107427601
5919,Moustapha Sourang,1104101474
5920,Branislav Andjelić,1112602637
5921,Vasilije Antonić,1046397354
5922,Shqiprim Arifi,1082363143
5923,Sava Bjelanović,1081128278
5924,Radmilo Bogdanović,1099253389
5925,Milenko Bojanić,1087862924
5926,Miloš Bojović (born 1938),1115089134
5927,Stojan Bošković,1086699221
5928,Melko Čingrija,1078887578
5929,Dragoslav Ćirković,1067963386
5930,Jovan Ćirković,1059400282
5931,Dobrica Ćosić,1112008531
5932,Branislav Crnčević,1106879636
5933,Dimitrije Davidović,1087660110
5934,Jovan Dejanović (politician),1108928519
5935,Stojimir Dobrosavljević,948320646
5936,Petar Dobrović,1089075335
5937,Đura Dokić,1070594815
5938,Panta Draškić,1064162273
5939,Milorad Drašković,1092900587
5940,Jovan Dučić,1082211776
5941,Milica Đurđević Stamenkovski,1113717164
5942,Željko Fajfrić,1099453530
5943,Jevrem Grujić,1080713581
5944,Branislav Ikonić,1098336710
5945,Jovan Ilić,1113205322
5946,Vlada Ilić,1078683933
5947,Trivo Inđić,1113389874
5948,Antonije Isaković,1057235218
5949,Oliver Ivanović,1110781072
5950,Golub Janić,1083111280
5951,Đurica Jojkić,1059798583
5952,Dragić Joksimović,1100853216
5953,Dragutin Jovanović-Lune,1079710510
5954,Dragan Jovanović (Yugoslav politician),1110036654
5955,Ljubomir Jovanović,1087632901
5956,Stevan Knićanin,1102396011
5957,Milan Komnenić,1070857261
5958,Josif Kostić,1083961566
5959,Drago Kovačević,1106827460
5960,Milan Kovačević,1106995814
5961,Bogoljub Kujundžić,1004921811
5962,Ognjen Kuzmanović,1012902271
5963,Stjepan Mitrov Ljubiša,1099266672
5964,Panta Lunjevica,1021098036
5965,Čedomir Marjanović,1040820548
5966,Svetozar Marković,1074947381
5967,Dobrica Matković,1004905451
5968,Branko Mikašinović (politician),1030919277
5969,Miroslava Milenović,1108423117
5970,Stevan Milosavljević,1072287796
5971,Jevrem Nenadović,1086133404
5972,Radovan Ničić,1099986846
5973,Vladimir Pavićević,1114141220
5974,Đorđe M. Pavlović,1057492147
5975,Svetozar Pribićević,1093904984
5976,Medo Pucić,1081085155
5977,Stanko Radmilović,1031975915
5978,Zoran Radojičić,1104115420
5979,Miljko Radonjić,1089243958
5980,Miloš Radosavljević (politician),1008868122
5981,Žika Rafajlović,1010417854
5982,Goran Rakić,1105188963
5983,Mita Rakić,1074905694
5984,Dušan Salatić,1056918453
5985,Aleksandar Sandić,1086770734
5986,Miloš Savčić,1090027162
5987,Arsenije Sečujac,1081133569
5988,Stojan Simić,1059405629
5989,Milan Smiljanić (priest),1009635579
5990,Dragi Stamenković,1061050680
5991,Jovica Stanišić,1077489604
5992,Tenka Stefanović,1074112381
5993,Dragiša Stojadinović,1099456616
5994,Savo Štrbac,1099456873
5995,Jovan Subotić,1099456936
5996,Ilija Šumenković,1109096396
5997,Ranko Tajsić,1079699589
5998,Teodosije Maričević,1049200540
5999,Mirko Tepavac,990045262
6000,Lazar Tomanović,1006895064
6001,Vasilije Trbić,1105497413
6002,Miloš Trifunović (politician),1100996406
6003,Miloš Trivunac,1008868237
6004,Dimitrije Tucović,1062103511
6005,Jovan Valenta,1079707469
6006,Aleksandar Vasić (politician),892673943
6007,Dragan Velikić,1061323531
6008,Jovan Veselinov,1095927947
6009,Đorđe Vojnović,1024357513
6010,Milorad Vučelić,1114761288
6011,Gavro Vučković Krajišnik,1107975991
6012,Milija Zdravković,1103151078
6013,Dušan Zelenbaba,1094283630
6014,Nebojša Zelenović,1099395107
6015,Petar Živković,1104129672
6016,Usame Zukorlić,1102194323
6017,Charles Bastienne,1076671631
6018,Wallace Cosgrow,1076671993
6019,Didier Dogley,1076671502
6020,Errol Fonseka,1070911539
6021,Joel Morgan,1079606825
6022,Satya Naidu,1066946719
6023,T. J. Alldridge,1083153375
6024,John Amadu Bangura,1098272585
6025,Arnold Jonathan Bishop-Gooding,1101346073
6026,Christopher Okoro Cole,1110752519
6027,Moinina Fofana,949534467
6028,Isatu Fofanah (politician),1079483963
6029,David J. Francis (politician),1092035699
6030,Momoh Gulama,949562875
6031,Mohamed Wurie Jalloh,1009329190
6032,Henry M. Joko-Smart,1099837505
6033,Andrew Juxon-Smith,1104489204
6034,Sunkari Kabba-Kamara,1077051140
6035,Yahya Kanu,1107226049
6036,Edward Kargbo,1094590470
6037,Momodu Kargbo,1081953244
6038,Danda Mohamed Kondeh,949695532
6039,David Lansana,1100260184
6040,Henry Josiah Lightfoot Boston,1115228918
6041,Émile F. Luke,1110752536
6042,Henry O. Macauley,1087779835
6043,Alie Badara Mansaray,1000259166
6044,Mohamed Kamarainba Mansaray,1105894039
6045,Solomon Musa,1078399680
6046,Thomas Peters (revolutionary),1102429329
6047,Bai Kelfa Sankoh,1093263811
6048,Tinga Seisay,1103837195
6049,Solomon Athanasius James Pratt,1104360217
6050,Valentine Strasser,1109040965
6051,Alpha Timbo,971644466
6052,Andrew Kuan,1106351077
6053,Lim Han Hoe,1108446872
6054,Ooi Boon Ewe,1103546461
6055,Rudolf Filkus,1006072918
6056,Ján Francisci-Rimavský,1107024861
6057,Jozef Gregor-Tajovský,1084055090
6058,Milan Haborák,1065133185
6059,Ivan Hopta,1106148875
6060,Jozef Miloslav Hurban,1102138127
6061,Antonín Janoušek,1081772760
6062,Ján Kollár,1105810000
6063,Juraj Košút,1098001466
6064,Ivan Lesay,1093239574
6065,Ivan Lexa,1113198710
6066,Ján Lunter,1105947402
6067,Štefan Osuský,1080228202
6068,Gabriel Palacka,1109948113
6069,Simona Petrík,1112839272
6070,Julián Šimko,1090354432
6071,Jozef Sivák,1105404075
6072,Radovan Sloboda (politician),1106146529
6073,Ľudovít Štúr,1104491431
6074,Jaroslav Svěchota,1100316238
6075,8th National Assembly of Slovenia,1110653139
6076,Viktor Avbelj,1076931457
6077,Josef Anton Barbo von Waxenstein,1099768272
6078,Joseph Emanuel Barbo von Waxenstein,1114107894
6079,Tatjana Bobnar,1110339618
6080,József Borovnyák,1095084562
6081,Klemen Boštjančič,1111951290
6082,Uroš Brežan,1110339465
6083,Ivan Cankar,1072162015
6084,Jože P. Damijan,1006800884
6085,Lambert Ehrlich,1090244530
6086,Emilija Stojmenova Duh,1101796769
6087,Josip Ferfolja,1099213916
6088,Sanja Ajanovič Hovnik,1110339664
6089,Johann Nepomuk Hradeczky,1030361090
6090,Božidar Jakac,1089135416
6091,József Klekl (politician),1091872792
6092,József Klekl (writer),1078005718
6093,Boris Kraigher,1063586220
6094,Jožef Krajnc,1114850674
6095,Ivan Kramberger,1102238755
6096,István Kühár,1078006386
6097,Matija Majar,1078006826
6098,Andrej Marinc,1095085152
6099,Mark Boris Andrijanič,1114119903
6100,Drago Marušič,1101649728
6101,Matej Arčon,1091947189
6102,Anton Novačan,1099927478
6103,Igor Papič,1110338248
6104,Dominika Švarc Pipan,1110339643
6105,Jože Podgoršek,1100530431
6106,Dušan Šinigoj,1011743534
6107,Matija Škerbec,1084428429
6108,Alenka Smerkolj,1085316550
6109,Janko Smole,1076927921
6110,Franc Snoj,1089996788
6111,Patricija Šulin,1057402692
6112,József Szakovics,1078575911
6113,Vilmos Tkálecz,1011171974
6114,Ludvik Toplak,1099224184
6115,Asta Vrečko,1110339536
6116,Valentin Zarnik,1095084255
6117,Janez Zemljarič,1076929779
6118,Nestor Ghiro,1103157870
6119,John Dean Kuku,1103157243
6120,Doreen Kuper,1071176674
6121,Eric Lawson (politician),1103173015
6122,John Maneniaru,1103157725
6123,Andrew Manepora,1103157719
6124,Julian Moti,1097797290
6125,Bartholomew Parapolo,1103157673
6126,Daniel Suidani,1109257595
6127,Anthony Veke,921555219
6128,Joseph Waleanisia,1103157537
6129,Ajilon Jasper Nasiu,1103157600
6130,Hassan Adan Wadadid,1042858869
6131,Raqiya Haji Dualeh Abdalla,1070088517
6132,Mohamoud Diriye Abdi Joof,1025168021
6133,Abdihakim Luqman,1050295609
6134,Abdillahi Fadal Iman,1108538185
6135,Ahmed Abdisalam Adan,1103645386
6136,Abukar Umar Adani,1062681170
6137,Abshir Aden Ferro,1080801324
6138,Aden Isaq Ahmed,1089541757
6139,Abdulahi Ahmed Afrah,1062657842
6140,Agalule,969628551
6141,Ahmed Abdi Mohamed,1100656544
6142,Abdirahman Ahmed,1024854466
6143,Abdullahi Mohamed Ali,1086170226
6144,Ahmed Ibrahim Artan,1091235719
6145,Awad Ahmed Ashareh,934134220
6146,Ali Abdi Aware,1101217147
6147,Abdurahman Abdullahi Baadiyow,1100441625
6148,Bashir Bililiqo,1111557716
6149,Abdinuur Biindhe,1095417153
6150,Hussein Hagi Bood,1106104619
6151,Abdi Hassan Buni,1091978667
6152,Dahir Mohamud Gelle,1086845086
6153,Abdikarin Dahir,919546861
6154,Abdikarim Dhaaye,916623039
6155,Ali Dhere,1111018225
6156,Djama Ali Moussa,1084934202
6157,Ahmed Farah Dualeh,1088167837
6158,Mohamed Omar Dubad,1036128178
6159,Osman Dubbe,1104337611
6160,Mohamed Ali Facaye,959891467
6161,Abdulcadir Gabeire Farah,1083176145
6162,Abdulrahim Abby Farah,1082812482
6163,Ahmed Moalim Fiqi,1113844912
6164,Mohamud Abdi Gaab,1059533900
6165,Ahmed Gacmayare,1055233016
6166,Garaad Abdulahi Garaad Soofe,1092287063
6167,Garab-Yare,948816741
6168,Jama Mohamed Ghalib,1113251693
6169,Ahmed Mohamed Gulaid,1088536676
6170,Yusuf Ahmed Hagar Dabageed,1057222114
6171,Zakaria Mohamed Haji-Abdi,1001700462
6172,Anisa Hajimumin,1114018333
6173,Abdulkadir Abdi Hashi,1033350989
6174,Mohamed Ali Hassan,1051816121
6175,Zakia Hussein,1112017371
6176,Abdirahman Haji Aden Ibbi,1093240772
6177,Ibraahim Guure,1041051193
6178,Hanifa Mohamed Ibrahim,1042602017
6179,Ahmed Mohamed Iman,1093959197
6180,Ibrahim Artan Ismail,1092718719
6181,Mohamed Sheikh Ismail,1009328790
6182,Yusuf Mohamed Ismail,1030025861
6183,Abdihamid Sheikh Abdisalam Isse,993306568
6184,Ahmed Sheikh Jama,971059346
6185,Bashir Mohamed Jama,1047607338
6186,Farah Ali Jama,1069321898
6187,Hibaq Jama,1082993295
6188,Mohamed Yusuf Jama,1105894241
6189,Abdirahman Janaqow,1016481335
6190,Yusuf Hussein Jimaale,1109018708
6191,Abdirizak Jurile,1114253924
6192,Muna Khalif,1098095871
6193,Mohammed Awale Liban,1056519656
6194,Maslah Mohammed Siad Barre,1049402564
6195,Mohammed Abdullah Hassan,1113177246
6196,Hassan Ali Mire,1113047346
6197,Hassan Moalim,1101935309
6198,Mohamed Ainanshe Guled,1074486381
6199,Abdinur Sheikh Mohamed,1048396818
6200,Abdullahi Mohamed Nur,1044041777
6201,Haji Ibrahim Nur,1089443067
6202,Mohamed Nur,1050474386
6203,Mohamed Ali Nur,1059166816
6204,Abdilqadir Ali Omar,1004888349
6205,Musa Kassim Omar,991598166
6206,Mustafa Mohammed Omar,1115032770
6207,Abdirahman Dahir Osman,975462878
6208,Jama Abdullahi Qalib,1105878436
6209,Djama Rabile Ghod,1100056788
6210,Said Mohamed Rage,994839148
6211,Ali Said Raygal,985430850
6212,Abdulkadir Sheikh Sakhawudeen,1113086828
6213,Yusuf Osman Samatar,998215519
6214,Mohamed Adan Saqadhi,1095290994
6215,Aden Saran-Sor,919377968
6216,Ali Sheegow,1025739043
6217,Said Hassan Shire,1009111397
6218,Mohamud Siraji,1098114316
6219,Hawo Tako,1106611306
6220,Khalif Mumin Tohow,1105752730
6221,Abdi Mohamed Ulusso,1106387858
6222,Omar Ismail Waberi,1074732557
6223,Deqa Yasin,1032785373
6224,Deeq Sulaiman Yusuf,977166270
6225,Mohamoud Hashi Abdi,1042062671
6226,Muse Bihi Abdi,1105150647
6227,Abdilahi Husein Iman Darawal,1062337689
6228,Abdillahi Mohamed Dahir,1055763252
6229,Omar Ali Abdillahi,961838890
6230,Abdirahim Ali Ismail,1033777237
6231,Mohamed Yusuf Abdirahman,1056374599
6232,Abdullahi Abdi Omar,1107511169
6233,Abdirahman Mohamed Abdullahi,1093454962
6234,Ahmed Haji Ali Adami,991379241
6235,Suleiman Mohamoud Adan,1100648418
6236,Zamzam Abdi Adan,1104180941
6237,Ahmed Aw Dahir,1062918876
6238,Mohammed Ahmed Alin,1067230288
6239,Mohamed Nour Arrale,1010517655
6240,Abdirizak Ibrahim Mohamed Attash,1106387976
6241,Abdirahman Aw Ali Farrah,1090813639
6242,Bashe Awil Omar,1080305059
6243,Buurmadow,1060454282
6244,Mohamed Abdi Dhinbil,1105389938
6245,Hussein Ali Duale,1061678975
6246,Hussein Abdi Dualeh,1046373247
6247,Bashe Mohamed Farah,1100193203
6248,Khadra Haji Ismail Geid,1110909858
6249,Dayib Gurey,1105996972
6250,Suleiman Hassan Haddi,1080321751
6251,Suleiman Haglotosiye,1113248839
6252,Hassan Ismail Yusuf,1095741540
6253,Abdiaziz Hussein Hassan,1050666572
6254,Hussein Mohamed Mohamoud,1025215950
6255,Ibrahim Megag Samatar,1100656361
6256,Hassan Isse Jama,1082326113
6257,Abdiqani Mohamoud Jidhe,1102025422
6258,Dahir Riyale Kahin,1114879468
6259,Mohamed Hussein Jama,1057643441
6260,Ahmed Mohamed Mohamoud,1114881150
6261,Mohamed Ahmed Mohamud,1069732157
6262,Nafisat Yusuf Mohammed,1013484175
6263,Ismail Haji Nour,1080319184
6264,Osman Saleban Jama,1073933365
6265,Liban Yusuf Osman,1078601021
6266,Ahmed Muhammad Aden Qeybe,1100656814
6267,Abdirisaq Waberi Roble,964350062
6268,Jibrell Ali Salad,1086444472
6269,Abdirahman Saylici,1106387960
6270,Abdirahman Ahmed Ali Tuur,1114877231
6271,Faysal Ali Warabe,1105125295
6272,Ali Mohamed Warancadde,1050457012
6273,Ahmed Yusuf Yasin,1082812507
6274,Mohamed Yonis,1092949757
6275,Ali Mohamed Yussuf,1021493082
6276,Isse Ahmed Yusuf,1005192126
6277,Dulton Adams,1086408049
6278,Bongani Baloyi,1084870878
6279,Henry Barrington,1091913293
6280,Japie Basson,1091913341
6281,Christiaan Frederik Beyers,1099763792
6282,Hendrietta Bogopane-Zulu,1091913446
6283,Bongani Bongo,1093781956
6284,Henry Burton (South African politician),1103715218
6285,Shaun Byneveldt,1086431155
6286,Marshall Campbell,1112455259
6287,Geoffrey Cronjé,1087229553
6288,Rowan Cronjé,1090126948
6289,David Dichaba,1087229999
6290,Stephanus Jacobus du Toit,1070184582
6291,Jennifer Ferguson,1084878734
6292,Benjamin Wesley Greenacre,1088248229
6293,Owen Horwood,1084875345
6294,Danie Hough,1096032434
6295,John William Jagger,1088423836
6296,Christina Jasson,1095281104
6297,Makhosi Khoza,1110352747
6298,Adam Kok III,1084880247
6299,Cornelius Kok II,1027218749
6300,Joel Krige,1092237074
6301,Johannes Christoffel Krogh,1097324284
6302,Dawid Kruiper,1084880270
6303,Cornelis Jacobus Langenhoven,1100944645
6304,Maruping Lekwene,1088788887
6305,Lindiwe Mabuza,1100374167
6306,Elizabeth Mafekeng,1084880274
6307,Mmusi Maimane,1115303784
6308,Geoff Makhubo,1098843482
6309,Mabel Malherbe,1091904503
6310,Neo Maneng,1090707645
6311,Themba Maseko,1084880381
6312,Bandile Masuku,1084870676
6313,Qaqambile Matanzima,1084880360
6314,Khayelihle Mathaba,1084880305
6315,Graham McIntosh,1071895270
6316,Ntombi Lentheng Mekgwe,1084875290
6317,Jan Meyer,1100262444
6318,Clarence Mini,1084878322
6319,Wilton Mkwayi,1101374740
6320,Zwakele Mncwango,1114285475
6321,Ellen Molekane,1084871818
6322,Silas Molema,1087407617
6323,John Moodey,1098205766
6324,Frederick Moor,1086100029
6325,Viola Motsumi,1084876921
6326,Dali Mpofu,1113078843
6327,Mpumi Mpofu,1084874811
6328,Bongani Msomi,1084870895
6329,Prema Naidoo,1086619086
6330,Sister Bernard Ncube,1092981088
6331,John Nkadimeng,1106722224
6332,Sibongile Judith Nkomo,1112786688
6333,Stafford Parker,1105552581
6334,Fawzia Peer,1084880279
6335,Penny Penny,1092903833
6336,Pieter Gysbert Noodt,975860917
6337,Amichand Rajbansi,1066986085
6338,JN Reddy (politician),1113392946
6339,Zamani Saul,1084877243
6340,Helen Sauls-August,1098455848
6341,Charles Saunders (colonial administrator),1098520391
6342,Floyd Shivambu,1093791445
6343,Archie Sibeko,1096673163
6344,Letitia Sibeko,1107939937
6345,Edward Philip Solomon,1106269773
6346,Max Sonnenberg,1096328535
6347,Walter Stanford,1112747607
6348,Richard Stuttaford,980482363
6349,Michael Tellinger,1102506186
6350,Moses Twebe,1084874768
6351,Johannes Hendrikus Viljoen,1091590968
6352,Andries Waterboer,1084880251
6353,Nicolaas Waterboer,1105620135
6354,Alan Winde,1107724739
6355,Thuli Dladla,1046068469
6356,Paul Dlamini,1081249695
6357,Prince Sozisa Dlamini,808556266
6358,Njabulo Mabuza,1081249733
6359,Themba Masuku,1092838946
6360,Charles Myeza,1112285121
6361,Ben Nsibandze,1100374538
6362,Jackson Abugo,1095291739
6363,Anisia Achieng,1101103198
6364,Emmanuel Adil Anthony,1112647227
6365,Africano Mande Gedima,1115247401
6366,Angelo Dayu Agor,1078042589
6367,Morris Yel Akol,1084078778
6368,Wol Akec Akol,1093916563
6369,Deng Deng Akon,1107221543
6370,Mayol Kur Akuei,1044511023
6371,Obuch Ojwok Akuo,1065212992
6372,Albino Bol,1105090334
6373,Jacob Aligo,1095292336
6374,Paul Malong Awan,1105447742
6375,Ayaa Benjamin Warille,1113514909
6376,Joseph Bakosoro,1113578914
6377,Francis Barsan,1078637416
6378,Tito Biel,1055829953
6379,Abraham Makoi Bol,919546351
6380,Theresa Anyuat Bola,1090872160
6381,Mary Boyoi,1104061850
6382,Paul Lodu Bureng,1086320016
6383,Cirino Hiteng Ofuho,1106297094
6384,Nyandeng Malek Deliech,1090872164
6385,Deng Deng Akuei,919471963
6386,William Deng Nhial,1114800318
6387,Aldo Deng,1032863130
6388,Ronald Ruai Deng,919609685
6389,Teker Riek Dong,918811425
6390,John Malish Dujuk,1108659929
6391,George Echom,1067331237
6392,Baptist Sabit Frances,1068382948
6393,Taban Deng Gai,1113427102
6394,Jacob Kuwinsuk Gale,1108503934
6395,Joseph Garang,1099266151
6396,Isaac Cleto Hassan,1099791155
6397,Rezik Zechariah Hassan,949043206
6398,Sarah Cleto Hassan,1111889684
6399,Emmanuel Ija,1095984007
6400,Aggrey Jaden,1059224881
6401,Chol Tong Mayay Jang,888292366
6402,Timothy Taban Juch,1058136616
6403,Michael Roberto Kenyi,1087319671
6404,Salva Kiir Mayardit,1115281646
6405,Peter Bol Koang,918743234
6406,Clement Wani Konga,1102830572
6407,Baba Medan Konya,919549108
6408,Kuol Deim Kuol,1006056090
6409,Samson L. Kwaje,1055834802
6410,Felix Ladu,1091814441
6411,Paterno Legge,1075466143
6412,Stephen Lemi Lokuron,1075465380
6413,Natisio Loluke,919628419
6414,Joseph Lual Acuil,1063289231
6415,Vincent Kujo Lubong,1069101167
6416,Mabior Garang De-Mabior,1113657913
6417,Mary Karlino Madut,1094131882
6418,Simon Mijok Majak,1100729735
6419,Madang Majok,930031820
6420,Abraham Gum Makuach,1112713366
6421,Juma Ali Malou,919560655
6422,Mary Mawai,1105243093
6423,James Ajongo Mawut,1093453653
6424,Peter Mayen,1109187939
6425,Juliet Raphael Michael,1094131128
6426,John Peter Miskin,1091499255
6427,Afikaano Monday,919576350
6428,Joseph Monytuil,1103909978
6429,Hellen Murshali,1103920974
6430,Paulino Matip Nhial,1109450057
6431,Elias Waya Nyipuoc,960248404
6432,Rebecca Joshua Okwaci,1078883066
6433,Nathaniel Oyet,1113434840
6434,Joseph Nyiegele Pacifo,929980362
6435,Bona Panek,919581650
6436,Ajonye Paperture,1024512303
6437,Paulino Lukudu Obede,1105374820
6438,Simon Kun Puoch,1032614087
6439,Patrick Raphael,918739405
6440,Richard Remo,1068134189
6441,Ruben Madol Arol Kachuol,1096745777
6442,Adil Athanasio Surrur,1106626605
6443,John Lodu Tombe,1075472084
6444,Tong Akeen Ngor,1049724514
6445,Dier Tong Ngor,1110997068
6446,Michael Tongun,1080331759
6447,James Tor Monybuny,1005891533
6448,Rin Tuec,919609346
6449,Efisio Kon Uguak,1075404348
6450,Augustino Jadalla Wani,1094862433
6451,Manasseh Lomole Waya,1096606367
6452,Juma Saeed Worju,967664366
6453,Justin Yak,1110072478
6454,Claro Abánades López,1113779647
6455,Joaquín Abarca,1033407869
6456,Domingo de Acassuso,1093900852
6457,Pedro Acedo Penco,1084146623
6458,Sofía Acedo Reyes,1082213275
6459,Rodolfo Aínsa,1101221364
6460,Luis Alarcón de la Lastra,1104137934
6461,Gil Álvarez Carrillo de Albornoz,1097643747
