,name,lastrevid,ores_prediction
1615,Juan Nepomuceno de Quesada,1104171943,C
1616,Luis Alberto Rodríguez López-Calleja,1104294016,Start
1617,"Salvador José de Muro, 2nd Marquis of Someruelos",1103383044,GA
1618,Laureano de Torres y Ayala,1107030973,C
1619,Salvador Valdés Mesa,1112500064,Start
1620,Nikos Christodoulides,1114620877,C
1621,Ioannis Clerides,1098237394,Start
1622,Takis Evdokas,1100993618,Stub
1623,Oz Karahan,1110569334,Stub
1624,Andreas Koukouma,1106347999,C
1625,Pantelis Kouros,1098425442,Stub
1626,Kyrillos III of Cyprus,1091921175,Stub
1627,Michalis Paraskevas,1051669355,C
1628,Christos Patsalides,1060031276,Stub
1629,Nicos A. Rolandis,1115144934,Start
1630,Benon Sevan,1113575455,Start
1631,Stefanos Stefanou (politician),1068165689,Start
1632,Michael Zampelas,1112275979,Start
1633,Josef Barák,1083124449,Stub
1634,Dagmar Burešová,1098666195,C
1635,František Ringo Čech,1108211243,C
1636,Jaroslav Chalupský,1078953657,Stub
1637,Count Wenzel Chotek of Chotkow and Wognin,1083654825,Start
1638,Petr Cibulka,1113204122,Start
1639,Čestmír Císař,1104559649,C
1640,Josef Šebestián Daubek,1050015346,Start
1641,Karel Domin,1049007188,Start
1642,Dominik Feri,1114398428,GA
1643,Jaroslav Foldyna,1101136989,Start
1644,Vladimír Franz,1018540612,C
1645,Josef Václav Frič,1096760435,Start
1646,Radola Gajda,1094011419,C
1647,Edvard Gregr,395526568,Stub
1648,Julius Gregr,395521877,Stub
1649,Tomáš Grulich,1105195802,Stub
1650,Karel Havlíček Borovský,1113946125,C
1651,Karel Havlík,1100828466,Stub
1652,Eduard Hedvicek,1072556655,Stub
1653,Jan Helcelet,1097877507,Start
1654,Vladimír Hučín,1006178116,Start
1655,Stanislav Huml,1100256753,Stub
1656,Martin Jahn,1068489733,Start
1657,Josef Ježek,1081825452,Start
1658,Konstantin Jireček,1100601439,C
1659,Ladislav Jirků,1105195815,Stub
1660,Svatopluk Karásek,1105195949,Stub
1661,"Wenzel Anton, Prince of Kaunitz-Rietberg",1087676617,C
1662,Maximilian Ulrich von Kaunitz,1087172023,Start
1663,Philip Kinsky of Wchinitz and Tettau,1086536221,Start
1664,Bohuslav Kokotek,1101925484,Start
1665,Jan Krejčí,1089306800,C
1666,Jan Lacina (Czech politician),1100139907,GA
1667,Lubomír Ledl,1098598568,Stub
1668,Miroslav Lidinský,1110419961,C
1669,Jiří Lobkowicz,1036408754,Stub
1670,Jiří Löw,1100079475,Start
1671,Ivan Mašek,1108547621,Stub
1672,Mikuláš of Hus,1016780533,Stub
1673,Zdeněk Mraček,1106394242,Stub
1674,Jana Nečasová,1078853565,Stub
1675,Joseph Nekl,1109748763,Stub
1676,Roman Onderka,1058094951,Stub
1677,Vladimír Oplt,1101228395,Stub
1678,František Palacký,1105698438,C
1679,Mojmír Povolný,1108319836,C
1680,Vladimír Príkazský,1098436155,Start
1681,Ondřej Přikryl,1070612078,Stub
1682,František Reichel,1105195920,Stub
1683,Bedřich Reicin,994557125,Start
1684,František Ladislav Rieger,1081925821,C
1685,Richard Sacher,1092501154,Stub
1686,Tomáš Eduard Šilinger,1078089986,Stub
1687,Karel Štogl,1098811438,Start
1688,Antonín Cyril Stojan,1081455346,C
1689,Matěj Stropnický,1079854598,Stub
1690,Jiří Svoboda (director),1049133241,Stub
1691,Miroslav Tetter,1098599146,Start
1692,"Leopold, Count von Thun und Hohenstein",1096753974,C
1693,Tomáš Vandas,1110388860,Start
1694,Jiří Ventruba,1106895401,Stub
1695,Jan Vrba (politician),1104640063,Stub
1696,Christian August Broberg,1106575496,C
1697,Peter Vogelius Deinboll,1086892227,Stub
1698,Niko Grünfeld,1076895271,Stub
1699,Petra Petersen,956506009,Start
1700,Henning Podebusk,1065426004,Start
1701,Mads Rørvig,1011343841,Start
1702,Grethe Rostbøll,1098592394,Stub
1703,Theresa Scavenius,1053774991,C
1704,Erna Sørensen,923585617,Start
1705,Elisa Ussing,976628048,Start
1706,Gertie Wandel,1020166279,Start
1707,Lars Weiss,1074392690,Stub
1708,Julius Wulff,1037201024,Stub
1709,Moussa Ali Abdoulkader,997163619,Stub
1710,Choukri Djibah,1097190148,Start
1711,Omar Farah Iltireh,1030633831,Start
1712,Daher Ahmed Farah,999603390,Start
1713,Ahmed Goumane-Roble,1052661085,Stub
1714,Barkat Gourad Hamadou,1106305331,C
1715,Mahmoud Harbi,1113413390,C
1716,Mohamed Kamil,1073985228,Stub
1717,Ahmed-Idriss Moussa,1080051890,Stub
1718,Omar Osman Rabe,1098230816,Start
1719,Mohamed Warsama Ragueh,1073358606,Stub
1720,Frank Baron (politician),1103996048,Stub
1721,Pelegrín Castillo,1084729797,Stub
1722,Aurelius Marie,1077406858,Stub
1723,Cecil Rawle,1081518586,Start
1724,President of the Dominican Republic,1115335059,C
1725,Johnny Abbes García,1110092775,Start
1726,José Rafael Abinader,1097958814,Start
1727,Yamil Abreu Navarro,1113486540,Stub
1728,Desiderio Arias,1022518655,Start
1729,Ramón Marrero Aristy,1097597540,C
1730,José María Cabral y Báez,1097959224,Start
1731,Miguel Cocco,1112041483,Stub
1732,Viriato Fiallo,1087349377,Start
1733,Franklin Franco,1089002192,Start
1734,José Gabriel García,1092662819,GA
1735,Rosa Gómez de Mejía,1079971971,Start
1736,Maximiliano Gómez,948020793,Stub
1737,Juan Isidro Jimenes Grullón,1089002403,Start
1738,Isabel Mayer,1088542137,Start
1739,Miguel Mejía (politician),957199596,Stub
1740,Guillermo Moreno García,1104322066,C
1741,Juan Vicente Moscoso,1097962364,Start
1742,José Ignacio Paliza,1097962633,C
1743,Porfirio Andrés Bautista García,1077316666,C
1744,Emilio Prud'Homme,1106072979,C
1745,Ramón Antonio Ramírez,1035340690,Start
1746,Roberto Salcedo Sr.,993659584,Stub
1747,Juan Sánchez Ramírez,1105825050,GA
1748,Francisco del Rosario Sánchez,1114871208,C
1749,Julián Serulle,1097964726,Stub
1750,Josefina Stubbs,1088363736,Start
1751,Jack Veneno,1112440058,C
1752,Geovanny Vicente,1114317884,GA
1753,Abelardo Vicioso,1110188274,C
1754,Elías Wessin y Wessin,1114635263,Start
1755,Jorge Radhamés Zorrilla Ozuna,1106088248,C
1756,Esthela Acero,1100224092,Start
1757,Julio Martinez Acosta,1105923366,Stub
1758,Vanessa Álava,1114956349,Start
1759,Mónica Alemán,1101823559,Stub
1760,Andrés Arauz,1089361728,C
1761,Verónica Arias,1112616294,Stub
1762,Aurora Estrada y Ayala,1100691086,Start
1763,Fernando Balda,1089729036,Start
1764,José Agusto Briones,1102730328,Stub
1765,Carlos Arizaga Toral,1064128763,Stub
1766,Marjorie Chávez,1112844007,Start
1767,María Sol Corral,1107106836,Start
1768,Jaime Durán Barba,1100507604,C
1769,Guillermo Franco (Ecuadorian general),1068937034,Start
1770,Jaime Galarza Zavala,1080321019,Stub
1771,Paúl Granda,1111707153,Start
1772,Pablo Guerrero Martinez,1105653105,Start
1773,Marcel Jacobo Laniado de Wind,1112113877,C
1774,Wilfrido Lucero,1089844227,Stub
1775,Luis A. Martínez,976245134,Start
1776,Pedro Moncayo,1012131605,Stub
1777,Fabrizio Moreira,1115104227,C
1778,Gustavo Pareja Cisneros,1100507663,GA
1779,Luis Parodi,1100954886,Stub
1780,Ismael Pérez Pazmiño,1059389501,Stub
1781,Ana María Raffo,1106374007,Start
1782,Anita Rivas,1110727761,Start
1783,Filoteo Samaniego,1030112553,Start
1784,Andrea Scacco,1107575467,Stub
1785,Doris Soliz,1104752991,Start
1786,Jhajaira Urresta,1106775671,Start
1787,Marllely Vásconez,1059389245,Stub
1788,Alfredo Vera Vera,1018172533,Stub
1789,Nathalie Viteri,1098337219,Start
1790,Mohsen Badawi,1091871137,Start
1791,Abdelfattah al-Banna,949091502,Stub
1792,Joseph Cattaui,1093741477,Start
1793,Khaled Dawoud,1017821131,Stub
1794,Ibrahim El-Gohary,1113646184,Start
1795,Rafik Habib,1112390859,Start
1796,Mohamed Ismail,1109380868,C
1797,Mahmoud Ahmad Ibiary,1102928507,Start
1798,Mona Makram-Ebeid,1091152817,Stub
1799,Ahmad Mazlum,1097464922,Start
1800,George Messiha,1065964569,Stub
1801,Mostafa Alnagar,1110347217,C
1802,Diaa Rashwan,1096659866,Start
1803,Talaat Sadat,1113508683,Start
1804,Miguel Álvarez Castro,1009883569,Stub
1805,Mario Antonio Andino,1095255953,Stub
1806,José Ramón Ávalos Navarrete,1088750353,Stub
1807,Walter Béneke,1036422087,GA
1808,Nayib Bukele,1115246110,FA
1809,Fabio Castillo Figueroa,1057050739,Stub
1810,Ernesto Antonio Claramount Roseville,1034388138,Start
1811,Ciro Cruz Zepeda,1071719706,Start
1812,Héctor Dada Hirezi,1088750376,Stub
1813,Carmen Elena Figueroa,1106252521,Stub
1814,Hugo Lindo,1101534127,C
1815,Gustavo López Davidson,1104260658,Start
1816,Sandra Yanira Martínez Tobar,1048377361,C
1817,Román Mayorga Quirós,1088749527,Stub
1818,José Antonio Morales Ehrlich,1101436222,Stub
1819,Mario Ponce,1050654642,Stub
1820,Aníbal Portillo,1114960545,Stub
1821,Sigfrido Reyes Morales,1097238430,Start
1822,Eeileen Romero,1100828554,Start
1823,Rubén Alonso Rosales,1115304883,Start
1824,José Gregorio Salazar,1113680889,Start
1825,Guillermo Ungo,1066079120,Stub
1826,José Francisco Valiente,1009883792,Stub
1827,José Arturo Vásquez Machado,1106096227,Start
1828,Juan Vicente Villacorta Díaz,1100804127,Start
1829,César Yanes Urías,1114064666,Stub
1830,Xavier Zablah Bukele,1098271042,Stub
1831,Teresa Efua Asangono,1094993024,Stub
1832,Edward Barleycorn,969610175,Stub
1833,Adolfo Obiang Biko,1105469931,C
1834,Rita Bosaho,1092491399,Start
1835,Acacio Mañé Ela,1085315018,Start
1836,Pelayo Eribo,1114272312,Start
1837,Gabriel Mbaga Obiang Lima,1108829755,C
1838,Atanasio Ndongo Miyone,1094094634,Start
1839,Gaudencio Mohaba Mesu,1080067659,Stub
1840,Cruz Melchor Eya Nchama,1106746387,Start
1841,Armengol Ondo Nguema,1040383681,Stub
1842,Eulogio Oyó,1085896072,Stub
1843,Ahmed Mohammed Nasser,1110425153,Start
1844,Ambaye Wolde Mariam,1065904185,C
1845,Girma Asmerom,1093428364,Start
1846,Tedla Bairu,1068397028,Stub
1847,Berhane Habtemariam,1077790341,Stub
1848,Abraha Kassa,1074904726,Stub
1849,Abdulkadir Kebire,1106388672,C
1850,Abraham Kidane,1007942515,Stub
1851,Mohammed Saeed Nawed,723260380,Stub
1852,Ibrahim Omer,1106896920,C
1853,Romodan Mohammed Nur,1104147526,Start
1854,Lehte Hainsalu,1063515288,Start
1855,Carl Robert Jakobson,1109789577,Start
1856,August Janson,1053019919,Stub
1857,Elmar Järvesoo,1038769527,Stub
1858,Sergei Jürgens,1028657999,Stub
1859,Karl Kark,1098677715,Stub
1860,Aleksander Kask,1048418741,Stub
1861,Harald Laksberg,1092962963,Stub
1862,Jüri Liim,1093563524,Stub
1863,Jaan Lippmaa,1108623962,Stub
1864,Aino-Eevi Lukas,1112291314,C
1865,Tiit Matsulevitš,1083062314,Stub
1866,Friedrich Niggol,1098878036,Start
1867,Arvo Niitenberg,1091114797,Stub
1868,Eha Pärn,1058679187,Stub
1869,Verner Hans Puurand,1082103275,Stub
1870,Theodor Rõuk,1114964021,Stub
1871,Arved Ruusa,1098879983,Stub
1872,Toomas Sildmäe,1062612379,Start
1873,Heino Sisask,1084444093,Stub
1874,Eduard von Stackelberg,1072240932,GA
1875,Aleksander Stern,1098161404,Stub
1876,Ants Tamme,1046759279,Stub
1877,Kirill Teiter,1092152864,Stub
1878,Georg Trašanov,1093236480,Stub
1879,Artur Vallner,1063815429,Stub
1880,Ants Veetõusme,1108465393,Stub
1881,Atnafu Abate,1091330135,C
1882,Mohamed Abdulghani,1015964664,Stub
1883,Almayahu Haile,1063011807,Start
1884,Juneidi Basha,1107047712,Start
1885,Tadesse Birru,1108621571,C
1886,Darge Sahle Selassie,1099573513,GA
1887,Asrat Desta,1056728307,Start
1888,Ergoge Tesfaye,1059539493,Start
1889,Fitsum Assefa,1085929590,Stub
1890,Alimirah Hanfare,1075233350,GA
1891,Ibrahim Harun,983020940,Stub
1892,Mawlid Hayir,1079991048,Stub
1893,Adem Ibrahim,1015964623,Stub
1894,Kitaw Ejigu,1095525004,C
1895,Wondimu Kurta,1108035809,Stub
1896,Lencho Letta,1107968444,Start
1897,Mogus Wolde Mikael,1112916781,Start
1898,Jawar Mohammed,1094608483,GA
1899,Mulu Solomon,1106496565,Start
1900,Sophia Yilma,1026135640,C
1901,Su'ad Ahmed Farah,857925192,Stub
1902,Tekle Wolde Hawaryat,1095575093,Start
1903,Teklewold Atnafu,1101239492,Stub
1904,Tsegaye Mamo,1109728586,Stub
1905,Andargachew Tsege,1075086484,C
1906,Erhart Aten,1104278667,Stub
1907,Gideon Doone,1104278830,Stub
1908,John Ehsa,1112791021,Start
1909,Jack Fritz,1077106459,Stub
1910,Tony Ganngiyan,1109390620,Stub
1911,Gerson Jackson,1112222920,Start
1912,Lyndon Jackson,1072343229,Start
1913,John Mangefel,1104284808,Stub
1914,Masao Nakayama,1054456354,Start
1915,Wesley Simina,1105544125,Start
1916,Ansito Walter,993631245,Start
1917,Robert Weilbacher,1102379216,Start
1918,Strik Yoma,1086142871,Stub
1919,Nelson Delailomaloma,1066885088,Stub
1920,Manilal Doctor,1026524002,C
1921,Ema Druavesi,1081755736,Stub
1922,James Fong,1096907368,Start
1923,William Goodsir,1027605353,Stub
1924,Hafizud Deen Khan,1114460174,Start
1925,Apenisa Kurisaqila,1021053596,Start
1926,Injimo Managreve,705254033,Stub
1927,Metuisela Mua,1079124027,Start
1928,Pio Tabaiwalu,1101202238,Stub
1929,Saula Telawa,1092280528,Start
1930,Samuela Vunivalu,1005271427,Start
1931,Josaia Waqabaca,904395471,Start
1932,Tanya Waqanika,1050607695,Start
1933,Markku Andersson,1043222611,Stub
1934,Erik Berg (politician),1112445645,Stub
1935,Arthur Brofeldt,1050506093,Stub
1936,Anders Chydenius,1113818970,C
1937,Selim Ekbom,997338039,Stub
1938,Erik Fleming (councilor),1066740982,Stub
1939,Klaus Fleming,1088318870,Start
1940,Jakob Gadolin,1097260549,Start
1941,Mikhail Fyodorovich Ganskau,1051760370,Stub
1942,Carl Axel Gottlund,1100912151,C
1943,Lars Gabriel von Haartman,1113826495,Start
1944,Ilkka Hakalehto,1106130121,Stub
1945,Max Jakobson,1111495545,Start
1946,Fritz Arthur Jusélius,1019712970,Stub
1947,Aleksander von Kothen,1050404318,Stub
1948,Paul Kraatz,1089806349,Stub
1949,Antti Kuosmanen,1093737619,Stub
1950,Carl Fabian Langenskiöld,1095875877,Stub
1951,Reino Ragnar Lehto,1086802978,Stub
1952,Keijo Liinamaa,1082695153,Start
1953,Verner Lindberg,1113086506,Stub
1954,Olavi Mäenpää,1113275201,Start
1955,Nils Mustelin,1101309871,Start
1956,Kirsi Piha,1011166320,Stub
1957,Toivo Topias Pohjala,1113515295,Stub
1958,Karl August Ramsay,1051401383,Stub
1959,Elisabeth Rehn,1096605773,C
1960,Eino S. Repo,1050674268,Start
1961,Matti Saarinen,1099827826,Stub
1962,Helvi Sipilä,1099355206,Start
1963,Georg Magnus Sprengtporten,1113778414,Start
1964,Aleksander Strandman,1050404209,Stub
1965,Christoffer Taxell,1096094038,Start
1966,Heikki Heikinpoika Vaanila,1080391577,Stub
1967,Jaana Vasama,1095884412,Stub
1968,Miranda Vuolasranta,1106633718,Start
1969,Nils Westermarck,1019861873,Stub
1970,Anders Wirenius,1049923720,Stub
1971,Konni Zilliacus (senior),951511687,Start
1972,Jean Poldo d'Albenas,1067933042,Stub
1973,Édouard André (art collector),1108055042,Start
1974,François-Gabriel d'Angeac,1063028734,C
1975,Auguste Louis Albéric d'Arenberg,1100525208,GA
1976,Hubert Astier,1104817709,Start
1977,Raymond-Max Aubert,1082744437,Stub
1978,Pierre-François Audry de Puyraveau,1041685091,GA
1979,Antoine Avinin,1114330738,Start
1980,Henri Barbet,1058537909,C
1981,Monique Barbut,1033584307,Start
1982,Umberto Battist,1100351289,Stub
1983,Jean-François Bazin,1103928744,Start
1984,"Marc de Beauvau, Prince of Craon",1103625797,Start
1985,Daniel Béguin,1092313908,Stub
1986,Soheib Bencheikh,1076962736,Start
1987,Jean-Pierre Berçot,1014505332,Stub
1988,Michel Berson,1035977192,Stub
1989,Georges Berthoin,1081106442,Stub
1990,Bertrand de La Chesnais,1082303676,Start
1991,Bertrand Nogaro,1082745594,Stub
1992,Franck Biancheri,1105481883,Start
1993,Olivier Bianchi,1110744540,C
1994,Adolphe Billault,1104724730,Start
1995,Jean Bonaventure Birotteau,1100907137,Start
1996,Pierre Philibert de Blancheton,1008128433,Stub
1997,Antoine Blondel,1016683924,Start
1998,Roland Bondonny,1095782494,Stub
1999,Gian Paolo Borghetti,1044208725,C
2000,Élisabeth Borne,1114924450,GA
2001,Paul Boudet,1097825452,Start
2002,Gérard Boulanger,1097825550,Stub
2003,Albert Bourderon,1067038452,C
2004,François Bourdon,1029331850,GA
2005,Anne du Bourg,1094440098,Start
2006,Raphaël Bouton,1105641399,Start
2007,Marie Bové,962575919,Stub
2008,"Alexandre Jean-Baptiste de Boyer, Marquis d'Éguilles",1078677061,GA
2009,Pierre Étienne Bourgeois de Boynes,782996380,Start
2010,Adolphe Brezet,1104663398,Stub
2011,Franck Briffaut,1103217675,Stub
2012,Barnabé Brisson,1093929154,Start
2013,"Victor-François, 8th duc de Broglie",1084041714,Stub
2014,Gilberte Brossolette,1070079491,Start
2015,Pierre Broussel,1050634478,Stub
2016,Michel Bruguier,1082745423,Start
2017,Dominique Bucchini,1061804332,Start
2018,Bureau de La Rivière,1105433275,Start
2019,Étienne-Laurent-Pierre Burnel,1082744694,Start
2020,Jean Capelle (politician),1067067425,Stub
2021,Léon Carcassonne,1007233683,Stub
2022,Pierre Cary,1050495074,Stub
2023,Ignace Caseneuve,1019146161,Start
2024,Charles Cassal,924509169,Stub
2025,Jacques la Caze,1109449561,Stub
2026,Max-Théodore Cerfberr,1039643142,Start
2027,Robert Chapuis,1107371389,Start
2028,Jean Charbonnel,969097582,Stub
2029,Jean Auguste de Chastenet de Puységur,1098455433,Stub
2030,Pierre-Jean-Baptiste Chaussard,982872895,Start
2031,Henri Philippe de Chauvelin,1067874732,Stub
2032,Armand Chouffet,1085636232,Start
2033,Pierre-Suzanne-Augustin Cochin,1026749529,Stub
2034,Colette Codaccioni,1014506054,Stub
2035,Édouard Colbert de Villacerf,1101166764,Stub
2036,Maurice Colrat,1035898437,Stub
2037,Honoré Commeurec,1082414528,C
2038,Corinne Bouchoux,1096232063,Start
2039,Jean Cotereau,1010731404,Start
2040,Paul Cotte,1050652500,Stub
2041,Georges Coulon,1097830070,Start
2042,Michel Craplet,1087935075,Stub
2043,Jacques Antoine Creuzé-Latouche,1097830813,C
2044,Pierre Daru,1084279564,Start
2045,Yves de Daruvar,1113513795,Stub
2046,Claude Alphonse Delangle,1097831850,Start
2047,Victor Denain,1005635886,Start
2048,Ernest Denis,1084137789,Stub
2049,Louis Grégoire Deschamps Destournelles,1011997337,C
2050,Martial Borye Desrenaudes,1067855906,Stub
2051,Éric Di Meco,1101972691,Start
2052,Henry Dorgères,1056023413,Stub
2053,Nicolas du Bosc,1067934529,Start
2054,Guillaume du Tillot,948072002,C
2055,Antoine du Verdier,1082744106,Stub
2056,Émile-Jules Dubois,1076271376,Start
2057,Lucien-Rene Duchesne,851199022,Stub
2058,Théodore Ducos,1058537128,Stub
2059,Édouard Dunglas,1067926801,C
2060,Olivier Dutheillet de Lamothe,1094204364,Stub
2061,Jean-Baptiste Duvergier,1097834473,C
2062,"Claude Louis d'Espinchal, marquis de Massiac",1101896910,Stub
2063,Auguste Louis Antoine Fabre,957313460,Stub
2064,Jules-François-Paul Fauris de Saint-Vincens,1105667020,Start
2065,Nasser Ramdane Ferradj,1100351389,Start
2066,Lucien Finel,1110536778,Stub
2067,Jacques Fournier (government official),1098598167,Start
2068,François II de Beauharnais,903067760,Stub
2069,Jean Frydman,1100352027,Start
2070,Xavier de Fürst,1056703720,Stub
2071,Charles Ganilh,1067808226,Start
2072,Agénor de Gasparin,1082162174,C
2073,Joseph Matthias Gérard de Rayneval,997745594,Start
2074,Charles Le Bègue de Germiny,1082744148,C
2075,Roland Giberti,955452341,Stub
2076,Georges Ginoux,1096065024,Stub
2077,Brigitte Girardin,1082744185,Start
2078,Olivier Giscard d'Estaing,1105690313,Start
2079,François Louis Auguste Goiran,1082744476,Stub
2080,Marie-Thérèse Goutmann,1026474883,Stub
2081,Madeleine de Grandmaison,1056746059,Stub
2082,Ernest Granger,1076592057,B
2083,Jean-Henry-Louis Greffulhe,1112230604,Stub
2084,Louis Grillot,1106686659,Stub
2085,Alain Griset,1089002351,Start
2086,Jules Gros (journalist),1093401635,Start
2087,Odette Grzegrzulka,1104771590,Start
2088,Guillaume IV de Melun,1067877319,Stub
2089,Joseph-Ignace Guillotin,1111272997,C
2090,Joseph Guinard,959651896,Stub
2091,Maurice d'Hartoy,995050241,Stub
2092,Guy Hascoët,1056747043,Stub
2093,"Charles Louis Bernard de Cléron, comte d'Haussonville",1067846753,Stub
2094,Paul Hay du Chastelet,997682962,Stub
2095,Louis-Étienne Héricart de Thury,1075236229,Start
2096,Édouard Hervé,1084277287,Start
2097,Philippe Hervieu,1092778353,Stub
2098,Prosper Hochet,1021076730,C
2099,"Charles Louis Huguet, marquis de Sémonville",1081082798,Start
2100,Georges Humann,1082744637,GA
2101,Philippe Hurault de Cheverny,1093422949,Stub
2102,Max Hymans,1044123593,Stub
2103,Laurent Jacobelli,1114706891,Start
2104,Jean-Pierre Gorges,1106117826,C
2105,Armand Félix Marie Jobbé-Duval,1082744075,C
2106,Édouard Jonas,1042856307,C
2107,Jean Kaltenbach,1100351334,Stub
2108,Philippe Karsenty,1114892620,C
2109,Pierre-Charles Krieg,1102306848,Start
2110,Étienne de La Grange,1067940807,Stub
2111,"François-René de La Tour du Pin Chambly, marquis de La Charce",1067646077,C
2112,Guillaume-Xavier Labbey de Pompières,1041683862,GA
2113,Joachim Labrouche,1056915263,Stub
2114,Suzanne Lacore,1110950805,C
2115,Jean-Baptiste Lacoste,1056915372,Start
2116,Chrétien François de Lamoignon de Basville,1042575253,Stub
2117,Antoine-Adrien Lamourette,1068403285,Start
2118,Hyacinthe Gaëtan de Lannion,1083146472,Stub
2119,Louis Lareng,1108483794,Stub
2120,Hippolyte Laroche,1016084594,Start
2121,Marc David Alba Lasource,1079932605,Start
2122,Lucien Le Foyer,1097841196,C
2123,Jean Le Mercier,1067920653,Start
2124,Patrick Leclercq,1094044508,Start
2125,Adrien de Lezay-Marnésia,1067876372,Stub
2126,Gustave Lhopiteau,1047972863,Stub
2127,Eric Loiselet,1082744804,Stub
2128,David Lorion,1094475527,Stub
2129,Charles Luca,1056918597,Stub
2130,Jean-Baptiste Mailhe,1106110853,Start
2131,Jacques-Antoine Manuel,1092028739,Start
2132,Jacques Marquet de Montbreton de Norvins,1034252351,Stub
2133,Damien de Martel,1087438466,Stub
2134,Henri Martin (winemaker),1067813083,Start
2135,Philippe Massoni,1097454062,Stub
2136,Jean Mattéoli,1095618313,Start
2137,Charlemagne de Maupas,1058537657,C
2138,Jeanne Mélin,1067041266,C
2139,Émile-Justin Menier,1107107209,Start
2140,Paul Mentré,1115036455,Start
2141,Jean Ernest Mercier,1060089304,Start
2142,Dominique Meyer,1096058170,Start
2143,Daniel Mio,1101221150,Start
2144,Bon-Adrien Jeannot de Moncey,1058640914,Start
2145,Joseph François Augustin Monneron,883964038,Stub
2146,Gérard Montassier,1100353450,Start
2147,Guillaume-Isidore Baron de Montbel,1011997346,C
2148,Jean Baptiste Antoine Auget de Montyon,1067722137,Start
2149,Yvon Morandat,1107595141,C
2150,Bernard Morel (economist),1098804764,Stub
2151,Alex Moscovitch,1069907006,Start
2152,Ilham Moussaïd,1099922454,Stub
2153,Lionel de Moustier,1082391687,C
2154,Simon Nora,1082168099,C
2155,Albert Ollivier,1084584916,Stub
2156,Érik Orsenna,1081472130,Start
2157,Louis Pailhas,1112614011,Start
2158,Philippe Paolantoni,1100822300,Stub
2159,Alexandre Parodi,1114330360,C
2160,Pierre Pasquini,1049369444,Stub
2161,Constantin Pecqueur,1107566909,B
2162,Hélène Pelosse,1040666223,Start
2163,François-Xavier de Peretti,1050652439,Stub
2164,Joseph Périer,1111580311,GA
2165,Victor Perret,1014506148,C
2166,Marc Perrin de Brichambaut,1095867371,Start
2167,Marcel Petiot,1111961176,C
2168,Henri Peyroux de la Coudrenière,939917134,Start
2169,"Louis Phélypeaux, comte de Saint-Florentin",1067590832,Start
2170,"Louis Phélypeaux, marquis de La Vrillière",1067707780,Stub
2171,"Louis Phélypeaux, seigneur de La Vrillière",1067769050,Stub
2172,Hajasoa Vololona Picard,1070552905,Start
2173,Louis Pierna,1106902703,Stub
2174,Pierre Ferri-Pisani,1105248262,C
2175,Ernest Pinard,1097917556,C
2176,Christophe Porquier,1070642143,Stub
2177,Antoine Portail,1034304794,Start
2178,Michel Pouzol,1050936152,Stub
2179,Henri Pozzi,1044712445,Stub
2180,Rodolphe Prager,1083697354,Start
2181,Francis de Pressensé,1109074521,Start
2182,Angèle Préville,1090314219,Start
2183,Gabriel Puaux,1014505899,Stub
2184,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1028266238,Stub
2185,Jean-Marie Rausch,1112230445,Stub
2186,Jean Reboul,1078446564,Stub
2187,Marie Roch Louis Reybaud,1033977038,Stub
2188,René Ribière,1041685164,Stub
2189,Antoine Richard du Cantal,1014225041,C
2190,Marthe Richard,1099050150,GA
2191,Philippe Rio,1104409292,Start
2192,Jean Gabriel Maurice Rocques,1084299616,Start
2193,Joseph Romain-Desfossés,1104367647,Start
2194,José Rossi,1057534232,Stub
2195,Sandrine Rousseau,1114415628,C
2196,Alexandre Rousselin de Saint-Albin,1084300380,Start
2197,Ernest de Royer,1097929651,Start
2198,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",1100727957,Stub
2199,Jean Sauvage,1026702472,Stub
2200,Jean-Baptiste Say,1112994737,C
2201,Lucile Schmid,1114853737,Start
2202,Michel Souplet,1102390019,Stub
2203,Anton Carl Ludwig von Tabouillot,968436799,Start
2204,Claude Taleb,1057709881,Stub
2205,François-Alexandre Tardiveau,1097931338,Stub
2206,Jean Tavernier,1102536154,Stub
2207,Pierre Edmond Teisserenc de Bort,1082741642,Start
2208,François Auguste de Thou,1068356846,Stub
2209,Jacques-Alexis Thuriot de la Rosière,1079933261,C
2210,Lionel Tivoli,1111142368,Start
2211,Jean-Michel Tobie,1057711903,Stub
2212,Charles de Varigny,1074726624,C
2213,Henri-Auguste-Georges du Vergier,1093617817,Stub
2214,Gaston Vidal,985470476,Stub
2215,Jean-Paul-Alban Villeneuve-Barcement,1101593671,Stub
2216,Adolphe Vuitry,1104724822,GA
2217,Laurent Wetzel,1100263797,Start
2218,Charles Emile Wickersheimer,1055444494,C
2219,Fred Zeller,1084196242,Start
2220,Éric Zemmour,1112562821,GA
2221,Jean-Marie Zoellé,1104091453,Start
2222,Jean Zyromski,1086798723,B
2223,Mathurin Anghiley,1025291924,Stub
2224,Jean-Hilaire Aubame,1105996544,GA
2225,Paul Gondjout,1105996818,GA
2226,Erlyne Antonella Ndembet,1100454050,Stub
2227,Estelle Ondo,1107214410,Stub
2228,Ida Reteno Assonouet,1053608075,Stub
2229,Abou Karamba Kassamba,1109005014,Stub
2230,Ajaaratou Satang Jow,1096298330,Stub
2231,Amie Bojang-Sissoho,1088360793,Start
