,name,lastrevid,ores_prediction
2010,Adolphe Brezet,1104663398,Stub
2011,Franck Briffaut,1103217675,Stub
2012,Barnabé Brisson,1093929154,Start
2013,"Victor-François, 8th duc de Broglie",1084041714,Stub
2014,Gilberte Brossolette,1070079491,Start
2015,Pierre Broussel,1050634478,Stub
2016,Michel Bruguier,1082745423,Start
2017,Dominique Bucchini,1061804332,Start
2018,Bureau de La Rivière,1105433275,Start
2019,Étienne-Laurent-Pierre Burnel,1082744694,Start
2020,Jean Capelle (politician),1067067425,Stub
2021,Léon Carcassonne,1007233683,Stub
2022,Pierre Cary,1050495074,Stub
2023,Ignace Caseneuve,1019146161,Start
2024,Charles Cassal,924509169,Stub
2025,Jacques la Caze,1109449561,Stub
2026,Max-Théodore Cerfberr,1039643142,Start
2027,Robert Chapuis,1107371389,Start
2028,Jean Charbonnel,969097582,Stub
2029,Jean Auguste de Chastenet de Puységur,1098455433,Stub
2030,Pierre-Jean-Baptiste Chaussard,982872895,Start
2031,Henri Philippe de Chauvelin,1067874732,Stub
2032,Armand Chouffet,1085636232,Start
2033,Pierre-Suzanne-Augustin Cochin,1026749529,Stub
2034,Colette Codaccioni,1014506054,Stub
2035,Édouard Colbert de Villacerf,1101166764,Stub
2036,Maurice Colrat,1035898437,Stub
2037,Honoré Commeurec,1082414528,C
2038,Corinne Bouchoux,1096232063,Start
2039,Jean Cotereau,1010731404,Start
2040,Paul Cotte,1050652500,Stub
2041,Georges Coulon,1097830070,Start
2042,Michel Craplet,1087935075,Stub
2043,Jacques Antoine Creuzé-Latouche,1097830813,C
2044,Pierre Daru,1084279564,Start
2045,Yves de Daruvar,1113513795,Stub
2046,Claude Alphonse Delangle,1097831850,Start
2047,Victor Denain,1005635886,Start
2048,Ernest Denis,1084137789,Stub
2049,Louis Grégoire Deschamps Destournelles,1011997337,C
2050,Martial Borye Desrenaudes,1067855906,Stub
2051,Éric Di Meco,1101972691,Start
2052,Henry Dorgères,1056023413,Stub
2053,Nicolas du Bosc,1067934529,Start
2054,Guillaume du Tillot,948072002,C
2055,Antoine du Verdier,1082744106,Stub
2056,Émile-Jules Dubois,1076271376,Start
2057,Lucien-Rene Duchesne,851199022,Stub
2058,Théodore Ducos,1058537128,Stub
2059,Édouard Dunglas,1067926801,C
2060,Olivier Dutheillet de Lamothe,1094204364,Stub
2061,Jean-Baptiste Duvergier,1097834473,C
2062,"Claude Louis d'Espinchal, marquis de Massiac",1101896910,Stub
2063,Auguste Louis Antoine Fabre,957313460,Stub
2064,Jules-François-Paul Fauris de Saint-Vincens,1105667020,Start
2065,Nasser Ramdane Ferradj,1100351389,Start
2066,Lucien Finel,1110536778,Stub
2067,Jacques Fournier (government official),1098598167,Start
2068,François II de Beauharnais,903067760,Stub
2069,Jean Frydman,1100352027,Start
2070,Xavier de Fürst,1056703720,Stub
2071,Charles Ganilh,1067808226,Start
2072,Agénor de Gasparin,1082162174,C
2073,Joseph Matthias Gérard de Rayneval,997745594,Start
2074,Charles Le Bègue de Germiny,1082744148,C
2075,Roland Giberti,955452341,Stub
2076,Georges Ginoux,1096065024,Stub
2077,Brigitte Girardin,1082744185,Start
2078,Olivier Giscard d'Estaing,1105690313,Start
2079,François Louis Auguste Goiran,1082744476,Stub
2080,Marie-Thérèse Goutmann,1026474883,Stub
2081,Madeleine de Grandmaison,1056746059,Stub
2082,Ernest Granger,1076592057,B
2083,Jean-Henry-Louis Greffulhe,1112230604,Stub
2084,Louis Grillot,1106686659,Stub
2085,Alain Griset,1089002351,Start
2086,Jules Gros (journalist),1093401635,Start
2087,Odette Grzegrzulka,1104771590,Start
2088,Guillaume IV de Melun,1067877319,Stub
2089,Joseph-Ignace Guillotin,1111272997,C
2090,Joseph Guinard,959651896,Stub
2091,Maurice d'Hartoy,995050241,Stub
2092,Guy Hascoët,1056747043,Stub
2093,"Charles Louis Bernard de Cléron, comte d'Haussonville",1067846753,Stub
2094,Paul Hay du Chastelet,997682962,Stub
2095,Louis-Étienne Héricart de Thury,1075236229,Start
2096,Édouard Hervé,1084277287,Start
2097,Philippe Hervieu,1092778353,Stub
2098,Prosper Hochet,1021076730,C
2099,"Charles Louis Huguet, marquis de Sémonville",1081082798,Start
2100,Georges Humann,1082744637,GA
2101,Philippe Hurault de Cheverny,1093422949,Stub
2102,Max Hymans,1044123593,Stub
2103,Laurent Jacobelli,1114706891,Start
2104,Jean-Pierre Gorges,1106117826,C
2105,Armand Félix Marie Jobbé-Duval,1082744075,C
2106,Édouard Jonas,1042856307,C
2107,Jean Kaltenbach,1100351334,Stub
2108,Philippe Karsenty,1114892620,C
2109,Pierre-Charles Krieg,1102306848,Start
2110,Étienne de La Grange,1067940807,Stub
2111,"François-René de La Tour du Pin Chambly, marquis de La Charce",1067646077,C
2112,Guillaume-Xavier Labbey de Pompières,1041683862,GA
2113,Joachim Labrouche,1056915263,Stub
2114,Suzanne Lacore,1110950805,C
2115,Jean-Baptiste Lacoste,1056915372,Start
2116,Chrétien François de Lamoignon de Basville,1042575253,Stub
2117,Antoine-Adrien Lamourette,1068403285,Start
2118,Hyacinthe Gaëtan de Lannion,1083146472,Stub
2119,Louis Lareng,1108483794,Stub
2120,Hippolyte Laroche,1016084594,Start
2121,Marc David Alba Lasource,1079932605,Start
2122,Lucien Le Foyer,1097841196,C
2123,Jean Le Mercier,1067920653,Start
2124,Patrick Leclercq,1094044508,Start
2125,Adrien de Lezay-Marnésia,1067876372,Stub
2126,Gustave Lhopiteau,1047972863,Stub
2127,Eric Loiselet,1082744804,Stub
2128,David Lorion,1094475527,Stub
2129,Charles Luca,1056918597,Stub
2130,Jean-Baptiste Mailhe,1106110853,Start
2131,Jacques-Antoine Manuel,1092028739,Start
2132,Jacques Marquet de Montbreton de Norvins,1034252351,Stub
2133,Damien de Martel,1087438466,Stub
2134,Henri Martin (winemaker),1067813083,Start
2135,Philippe Massoni,1097454062,Stub
2136,Jean Mattéoli,1095618313,Start
2137,Charlemagne de Maupas,1058537657,C
2138,Jeanne Mélin,1067041266,C
2139,Émile-Justin Menier,1107107209,Start
2140,Paul Mentré,1115036455,Start
2141,Jean Ernest Mercier,1060089304,Start
2142,Dominique Meyer,1096058170,Start
2143,Daniel Mio,1101221150,Start
2144,Bon-Adrien Jeannot de Moncey,1058640914,Start
2145,Joseph François Augustin Monneron,883964038,Stub
2146,Gérard Montassier,1100353450,Start
2147,Guillaume-Isidore Baron de Montbel,1011997346,C
2148,Jean Baptiste Antoine Auget de Montyon,1067722137,Start
2149,Yvon Morandat,1107595141,C
2150,Bernard Morel (economist),1098804764,Stub
2151,Alex Moscovitch,1069907006,Start
2152,Ilham Moussaïd,1099922454,Stub
2153,Lionel de Moustier,1082391687,C
2154,Simon Nora,1082168099,C
2155,Albert Ollivier,1084584916,Stub
2156,Érik Orsenna,1081472130,Start
2157,Louis Pailhas,1112614011,Start
2158,Philippe Paolantoni,1100822300,Stub
2159,Alexandre Parodi,1114330360,C
2160,Pierre Pasquini,1049369444,Stub
2161,Constantin Pecqueur,1107566909,B
2162,Hélène Pelosse,1040666223,Start
2163,François-Xavier de Peretti,1050652439,Stub
2164,Joseph Périer,1111580311,GA
2165,Victor Perret,1014506148,C
2166,Marc Perrin de Brichambaut,1095867371,Start
2167,Marcel Petiot,1111961176,C
2168,Henri Peyroux de la Coudrenière,939917134,Start
2169,"Louis Phélypeaux, comte de Saint-Florentin",1067590832,Start
2170,"Louis Phélypeaux, marquis de La Vrillière",1067707780,Stub
2171,"Louis Phélypeaux, seigneur de La Vrillière",1067769050,Stub
2172,Hajasoa Vololona Picard,1070552905,Start
2173,Louis Pierna,1106902703,Stub
2174,Pierre Ferri-Pisani,1105248262,C
2175,Ernest Pinard,1097917556,C
2176,Christophe Porquier,1070642143,Stub
2177,Antoine Portail,1034304794,Start
2178,Michel Pouzol,1050936152,Stub
2179,Henri Pozzi,1044712445,Stub
2180,Rodolphe Prager,1083697354,Start
2181,Francis de Pressensé,1109074521,Start
2182,Angèle Préville,1090314219,Start
2183,Gabriel Puaux,1014505899,Stub
2184,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1028266238,Stub
2185,Jean-Marie Rausch,1112230445,Stub
2186,Jean Reboul,1078446564,Stub
2187,Marie Roch Louis Reybaud,1033977038,Stub
2188,René Ribière,1041685164,Stub
2189,Antoine Richard du Cantal,1014225041,C
2190,Marthe Richard,1099050150,GA
2191,Philippe Rio,1104409292,Start
2192,Jean Gabriel Maurice Rocques,1084299616,Start
2193,Joseph Romain-Desfossés,1104367647,Start
2194,José Rossi,1057534232,Stub
2195,Sandrine Rousseau,1114415628,C
2196,Alexandre Rousselin de Saint-Albin,1084300380,Start
2197,Ernest de Royer,1097929651,Start
2198,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",1100727957,Stub
2199,Jean Sauvage,1026702472,Stub
2200,Jean-Baptiste Say,1115511726,C
2201,Lucile Schmid,1114853737,Start
2202,Michel Souplet,1102390019,Stub
2203,Anton Carl Ludwig von Tabouillot,968436799,Start
2204,Claude Taleb,1057709881,Stub
2205,François-Alexandre Tardiveau,1097931338,Stub
2206,Jean Tavernier,1102536154,Stub
2207,Pierre Edmond Teisserenc de Bort,1082741642,Start
2208,François Auguste de Thou,1068356846,Stub
2209,Jacques-Alexis Thuriot de la Rosière,1079933261,C
2210,Lionel Tivoli,1111142368,Start
2211,Jean-Michel Tobie,1057711903,Stub
2212,Charles de Varigny,1074726624,C
2213,Henri-Auguste-Georges du Vergier,1093617817,Stub
2214,Gaston Vidal,985470476,Stub
2215,Jean-Paul-Alban Villeneuve-Barcement,1101593671,Stub
2216,Adolphe Vuitry,1104724822,GA
2217,Laurent Wetzel,1100263797,Start
2218,Charles Emile Wickersheimer,1055444494,C
2219,Fred Zeller,1084196242,Start
2220,Éric Zemmour,1112562821,GA
2221,Jean-Marie Zoellé,1104091453,Start
2222,Jean Zyromski,1086798723,B
2223,Mathurin Anghiley,1025291924,Stub
2224,Jean-Hilaire Aubame,1105996544,GA
2225,Paul Gondjout,1105996818,GA
2226,Erlyne Antonella Ndembet,1100454050,Stub
2227,Estelle Ondo,1107214410,Stub
2228,Ida Reteno Assonouet,1053608075,Stub
2229,Abou Karamba Kassamba,1109005014,Stub
2230,Ajaaratou Satang Jow,1096298330,Stub
2231,Amie Bojang-Sissoho,1088360793,Start
2232,Abdoulie Bojang,1009847235,Stub
2233,Buba Samura,1109005820,Stub
2234,Fatou Sanyang Kinteh,1112551531,Start
2235,Mai Fatty,1113100028,Stub
2236,Omar Gassama,1061724992,Stub
2237,Modou Bamba Gaye,1009847195,Stub
2238,Amadou Scattred Janneh,1059365217,C
2239,Fabakary Jatta,1086017014,Start
2240,Joseph Henry Joof,1099209990,Stub
2241,Kunda Kamara,1113498194,Stub
2242,Lucretia St. Clair Joof,1063074971,Stub
2243,Muhammed Magassy,1009849522,Start
2244,Basiru Mahoney,1099211698,Start
2245,Alieu Badara Njie,1021130685,Start
2246,Momodou Sabally,1091668111,Stub
2247,Lamin Saine,1018074300,Start
2248,Pap Cheyassin Secka,1112373531,C
2249,Alieu Badara Saja Taal,1112551276,Stub
2250,Zaur Ardzinba,1089310400,Start
2251,Gennadi Berulava,919556858,Stub
2252,Mikhail Bgazhba,1060118428,Stub
2253,Samson Chanba,963109084,Start
2254,Efrem Eshba,1001303004,Stub
2255,Almas Japua,949821890,Start
2256,Batal Kobakhia,944899943,Stub
2257,Valerian Kobakhia,1113808003,Stub
2258,Nestor Lakoba,1105224625,FA
2259,Sumbat Saakian,1046266028,Stub
2260,Shota Shamatava,723736482,Stub
2261,Bagrat Shinkuba,1084452914,Start
2262,Werner E. Ablaß,1100348263,Start
2263,Karl Gustav Ackermann,1000117915,Start
2264,Rudi Arndt,1107533445,Start
2265,Rudolf Bahro,1107876591,C
2266,Otto Ballerstedt,1113203053,C
2267,Joachim Otto von Bassewitz,1093387234,Start
2268,Bruno Baum,1084699735,C
2269,Karl Theodor Bayrhoffer,1083425343,C
2270,Otto Beck,961688162,Start
2271,Klaus Bernbacher,1043818216,C
2272,Gerhard Besier,1085857797,C
2273,Georg von Blumenthal,1069224768,Start
2274,Johann Christian von Boyneburg,1068219706,Stub
2275,Kristin Brinker,1079038395,Stub
2276,Rudolf Brinkmann (economist),1102950546,Start
2277,Wolfram Brück,1112976357,Start
2278,Ignatz Bubis,1097419085,C
2279,Stephan von Dassel,1105055233,Stub
2280,John Ehret,1105466617,Start
2281,Karl Eichfeld,1074867565,Stub
2282,Dieter Engels,1096417332,Stub
2283,Christian Wilhelm Karl Ewald,721838555,Stub
2284,Christian August von Eyben,1034821660,Start
2285,Georg Fein,1083507112,Start
2286,Heinrich Fleißner,1069865479,Start
2287,Friedrich Johannes Frommann,1093387022,Start
2288,Paul Fugger von Kirchberg und Weißenhorn,961559177,Stub
2289,Günter Gaus,1101404633,GA
2290,Friedrich von Gentz,1115440680,B
2291,Tobias Goldschmidt,1102569953,Start
2292,Carl Heinrich Wilhelm Hagen,1089339965,Stub
2293,Gert Haller,1068252041,Stub
2294,Karl Harrer,1028295986,Start
2295,Roland Heintze,1068223262,Stub
2296,Hermann Heller (legal scholar),1095832234,Start
2297,Jakob Heller,1068264022,Stub
2298,Ernst Henrici,990661354,Start
2299,Georg Herber,1063336993,GA
2300,Rudolf Hilf,1065378015,Start
2301,Joseph Hillebrand,1085956099,Start
2302,Ulrike Höfken,1085014516,Stub
2303,Herwart von Hohenburg,1044168190,Start
2304,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1064760958,Start
2305,Hermann Eduard von Holst,1085957484,Start
2306,Friedrich von Holstein,1111872470,C
2307,Martin Horn (politician),1046681559,Start
2308,Christoph Ernst von Houwald,1082762897,Start
2309,Bernd Hüttemann,1103984958,Start
2310,Emilie Kiep-Altenloh,1084967295,Stub
2311,Johann Ludwig Klüber,1001372874,Stub
2312,Caio Koch-Weser,1106322517,Start
2313,Tobias Köck,992518323,Start
2314,Francis Kruse,1079057379,Stub
2315,Gottlob Johann Christian Kunth,1093387209,Start
2316,Dieter Kunzelmann,1109123229,Stub
2317,Kurt Blaum,1112069971,Start
2318,Marianne Laqueur,1076451247,Start
2319,Charles Lavy,1074874230,Stub
2320,Felix Lichnowsky,1077654837,Start
2321,Moriz Lieber,1027471881,Start
2322,Eduard von Liebert,1109188118,C
2323,Ludwig von Lützow (politician),804957332,Stub
2324,Carl Otto von Madai,1085599848,Stub
2325,Wolfgang Mischnick,1112295425,C
2326,Armin Mohler,1109261988,C
2327,Max Montgelas,1068164318,Start
2328,Wolfgang Müller von Königswinter,1042527354,Start
2329,Joseph Musiol,1016666026,Start
2330,Theodor Olshausen,1113510313,Start
2331,Dietrich Heinrich Ludwig von Ompteda,1087370444,Start
2332,Max von Oppenheim,1094067330,FA
2333,Christian Friedrich von Otto,1012546526,Stub
2334,Christian Theodor Overbeck,1098863553,Stub
2335,Hans Paasche,1069647177,C
2336,Walter von Saint Paul-Illaire,1084965273,C
2337,Friedrich-Carl Peus,1008949457,Stub
2338,H. Busso Peus,1005034968,Stub
2339,Wolfgang Pfahl,1099833178,Stub
2340,Franz Seraph von Pfistermeister,1107613099,Start
2341,Adolf Pilar von Pilchau,1063814286,Start
2342,Boris Pistorius,1068458723,GA
2343,Gunter Pleuger,1104322145,Stub
2344,Eduard Puricelli,1096745331,Start
2345,Johan Rantzau,1115015874,Start
2346,Albrecht von Rechenberg,1113811454,C
2347,Moritz Rittinghausen,1067085488,B
2348,Wolfgang Roth (politician),1100825660,Start
2349,Eduard von Schele zu Schelenburg,785399343,Stub
2350,Marco Scherbaum,1035698461,C
2351,Paul Schiemann,1088399730,C
2352,Ernst Wilhelm von Schlabrendorf,1001280832,Stub
2353,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950,Stub
2354,Andreas von Schoeler,1100044716,Start
2355,"Joachim, Count of Schönburg-Glauchau",1107354164,Start
2356,Peter Schott,1083058544,Start
2357,Günther Schwarz (politician),1096148976,Stub
2358,"Adam, Count of Schwarzenberg",1081128413,C
2359,Mignon Schwenke,1078055144,Stub
2360,Veit Ludwig von Seckendorff,1060960076,Start
2361,Joachim Siegerist,1114262519,Start
2362,Paul Spiegel,1081789630,Start
2363,Baldur Springmann,1109697793,Start
2364,Ashok-Alexander Sridharan,1093387162,C
2365,Gerhard Stahl,1106125356,C
2366,Karl von Starck,1093387150,Stub
2367,Gustav Adolf Steengracht von Moyland,1101443177,Stub
2368,Henry Ernest of Stolberg-Wernigerode,952858312,Start
2369,Günter-Helge Strickstrack,1101202253,Stub
2370,Anna Strohsahl,1072989611,C
2371,Bertram von Sturm,1105328568,Start
2372,Heinrich Sudermann,1093940916,Stub
2373,Anton Tausche,1019260550,Start
2374,Wolfgang Templin,1050277861,Start
2375,Stanislaw Trabalski,1113737373,C
2376,Heinrich Voelter,1093387113,Stub
2377,Hans-Karl von Unger,1070061609,Stub
2378,Hellmuth Weiss,1092937402,Stub
2379,Hugo Wesendonck,1016582283,Start
2380,Klaus Wiener,1096229854,Start
2381,Willi Brundert,1112014445,Start
2382,Ludwig Georg Winter,1062661561,Stub
2383,Hermann Wittich,1011310804,Stub
2384,Petra Zais,1056946262,Start
2385,Hans Ziegler (politician),1071469913,Start
2386,Nicolas Zippelius,1093385763,Stub
2387,Yaw Owusu Addo,1065923425,Stub
2388,Joseph Adjei Buadi,1061628478,Start
2389,Daniel Alolga Akata Pore,1073036835,Stub
2390,Chris Bukari Atim,959224438,Stub
2391,Ato Austin,1093114915,Start
2392,Kofi Batsa,1087765660,Start
2393,Larry Bimi,1098579767,Stub
2394,George Boakye,1073797199,Start
2395,Nana Agyenim Boateng,1093130645,Stub
2396,Alhaji Umar B. Bodinga,1093130635,Stub
2397,Cornelius Dartey Tay,1114123502,Stub
2398,Vincent Kwabena Damuah,1028775193,C
2399,Daniel Buadi,1109993134,Start
2400,Dickson Adomako Kissi,1105487488,Start
2401,G. A. K. Dzansi,1070814156,Start
2402,Ekow Daniels,1113264331,Stub
2403,Emmanuel Kwamina Crentsil,1109989757,Stub
2404,Samuel Gyabaah,1107578600,Stub
2405,J. E. Casely Hayford,1105203777,C
2406,Hopeson Adorye,1115853944,Stub
2407,Mariam Iddrisu,1106941716,Start
2408,John Kofi Barku Tettegah,1073037069,C
2409,Agyen Kokobo,1103370225,Start
2410,Kofi Koranteng,1105318021,C
2411,Ofusu Kwabi,1103370473,Stub
2412,Dan Lartey,1073037101,Start
2413,Joshua Makubu,1077828963,Start
2414,Margaret Ocran,1114123721,Stub
2415,John Mensah Sarbah,1105403308,C
2416,Frederick Nanka-Bruce,1101467306,Start
2417,Nelson Kwami Maglo,1115083610,Start
2418,Matthew Opoku Prempeh,1115681263,C
2419,Benjamin Quartey-Papafio,1107694631,B
2420,Shani Alhassan Saibu,1093131797,Stub
2421,John Hope Smith,1041213534,Start
2422,Sulemanu Kwame Tandoh,1113923144,Start
2423,John van der Puije,1075906576,C
2424,Victoria Tagoe,1106274564,Stub
2425,Nana Oye Mansa Yeboaa,1073037291,Start
2426,Sefis Anastasakos,1114739706,Stub
2427,Avraam Vaporidis,1114426656,Stub
2428,Christos Daralexis,1083450519,Stub
2429,Alcibiades Diamandi,1114419735,C
2430,Ali Dino,1100574549,Stub
2431,Georgios Drys,1100415739,Stub
2432,Asimakis Fotilas,1006771435,Start
2433,Spyridon Galinos,1089668131,Stub
2434,Nasos Iliopoulos,1106592503,Start
2435,Ioannis Malachias,1114420316,Stub
2436,Theophilos Kamberidis,1110970525,C
2437,Stavros Karampelas,1104181536,Stub
2438,Ioanna Karyofylli,1056916313,Start
2439,Giorgos Katiforis,1111751689,Stub
2440,Yannis Katsafados,1104181599,Stub
2441,Matthaios Kofidis,1102436898,B
2442,Georgios Kourtoglou,1114426821,Stub
2443,Failos Kranidiotis,1104132636,Start
2444,Nikolaos Makris,1111030855,Stub
2445,Ismail Molla,1104133505,Stub
2446,Yannis Moralis (politician),1100915111,Start
2447,Traianos Nallis,1114425452,Start
2448,Theodoros Negris,1102675411,Start
2449,Nicholas Yatromanolakis,1100089189,Start
2450,Alketas Panagoulias,1104856286,C
2451,Yiannis Papadimitriou,1108494320,Stub
2452,Alekos Papadopoulos,1107126511,Start
2453,Takis Papageorgopoulos,1105944213,Stub
2454,Fotis Perlikos,1104133452,Start
2455,Avraham Rakanti,1072684407,Stub
2456,Vassilis Rotas,1102118708,Start
2457,Neoklis Sarris,1104130544,Start
2458,Simos Simopoulos,1105193105,Stub
2459,Sofoklis Avraam Choudaverdoglou-Theodotos,1114427010,Start
2460,Christos Stefanopoulos,1012908864,Stub
2461,Fotini Dekazou Stefanopoulou,1098836353,Stub
2462,Georgios Tertsetis,1104880784,Start
2463,Giannis Theonas,1098690964,Stub
2464,Theofanis Tombras,1114952556,C
2465,Eugenia Tsoumani-Spentza,1104132955,Stub
2466,Nikolaos Tsourouktsoglou,1114427025,Start
2467,Spyridon Valettas,1110410508,Start
2468,Leonidas Varouxis,980510556,Stub
2469,Nikitas Venizelos,1102875015,Stub
2470,Lysandros Vilaetis,1109867368,Stub
2471,Nikolaos Vilaetis,996226732,Stub
2472,Anestis Vlahos,1111524798,Stub
2473,Christos Zachopoulos,1104181728,Stub
2474,Konstantinos Zervas,1115831578,Start
2475,Spiros Zournatzis,1110992544,Stub
2476,Francis Alexis,1106131084,Start
2477,Gloria Banfield,1110309816,Stub
2478,Michael Church,1081369594,Stub
2479,George E. D. Clyne,1108379059,Stub
2480,John Watts (Grenadian politician),1108378504,C
2481,Aldana Sandoval,1016735357,Start
2482,Bernardo Arévalo,1094016150,Stub
2483,Diego Arzú,994008639,Stub
2484,Roberto Arzú,1115340042,Start
2485,José Alejandro de Aycinena,1105274921,Start
2486,Juan José de Aycinena y Piñol,1049450556,C
2487,Mariano de Aycinena y Piñol,1102014820,GA
2488,Luis Batres Juarros,1112182409,C
2489,José Batres Montúfar,1022252511,C
2490,Óscar Berger,1089285349,Start
2491,Pedro Brolo,1081681567,Start
2492,Ricardo Bueso,940020310,Stub
2493,Harold Caballeros,1099268106,C
2494,Jafeth Cabrera,1099270690,Start
2495,Carlos Castillo Medrano,1015536139,Stub
2496,Guillermo Castillo Reyes,1099268320,Stub
2497,Álvaro Colom,1105560502,C
2498,Manuel Conde Orellana,1101960386,Stub
2499,Edwin Escobar Hill,1102909542,Start
2500,Rafael Espada,1104658241,Start
2501,Isaac Farchi,1079444582,Stub
2502,Juan Alfonso Fuentes Soria,1099270758,Stub
2503,Estuardo Galdámez,1079728548,Stub
2504,Jorge García Granados,1005789513,Start
2505,Alejandro Giammattei,1114220020,GA
2506,Joaquín Méndez,994237073,Start
2507,Jonathan Menkos,1061130261,Stub
2508,José Milla y Vidaurre,1096499032,Start
2509,Roberto Molina Barreto,988794061,Stub
2510,Pedro Molina Mazariegos,1085227843,Stub
2511,Luis Francisco Ortega Menaldo,1099693937,Stub
2512,Manuel Francisco Pavón Aycinena,1112182125,C
2513,Otto Pérez Molina,1109584660,B
2514,Samuel Pérez Álvarez,1053436126,Stub
2515,Guillermo Pineda,1113000081,Start
2516,Ramiro Ponce Monroy,1070637606,Stub
2517,Alfonso Portillo,1108568192,C
2518,Mariano Rivera Paz,1111971102,FA
2519,Rafael Spinola,1110719920,GA
2520,Eduardo Stein,1106098519,Start
2521,Manuel Villacorta,1099232298,Start
2522,Najib Roger Accar,1112725055,Stub
2523,Thierno Aliou,1025501033,Start
2524,Mahmoud Bah,1049369237,Start
2525,Mamadou Boye Bah,1008440784,Start
2526,Fodé Bangoura,1009816783,Stub
2527,Karim Bangoura,1073546958,Stub
2528,Mafory Bangoura,1113979706,GA
2529,Barry III,1037294196,C
2530,Alpha Oumar Barry,1100306971,Start
2531,Diawadou Barry,1112725061,Start
2532,Ibrahima Sory Barry,1112725057,Stub
2533,Édouard Benjamin,1098226724,Stub
2534,Balla Camara,1112725063,Stub
2535,Bengaly Camara,1112725056,Stub
2536,Damantang Camara,1112724242,Stub
2537,Faraban Camara,1112725059,Stub
2538,Sekou Benna Camara,1009820042,Start
2539,Zeinab Camara,1112724247,Start
2540,Fode Cisse,1112725062,Stub
2541,Saliou Coumbassa,1112725065,Start
2542,Moussa Diakité,1073455560,Start
2543,Abdourahamane Diallo,1112725058,Stub
2544,Boubacar Yacine Diallo,935484538,Stub
2545,Mamadou Pathé Diallo,1073454394,Start
2546,Siradiou Diallo,1112724249,C
2547,Yacine Diallo,1092557835,Stub
2548,Lansana Diané,1063277893,C
2549,Alioune Dramé,1112725064,Start
2550,K. Guilavogui,1112725060,Stub
2551,Mory Sinkoun Kaba,1060639872,Start
2552,Tibou Kamara,1112725372,Stub
2553,Fodéba Keïta,1067563243,C
2554,N'Famara Keïta,1112725068,Start
2555,Dansa Kourouma,1101142891,Stub
2556,Mohamed Mancona Kouyaté,1112725066,Stub
2557,Édouard Niankoye Lamah,1112725069,Stub
2558,Albert Liurette,1085978167,Stub
2559,Achkar Marof,1101766150,Start
2560,Claude Pivi,1112725067,Stub
2561,Dinah Salifou,1037922695,C
2562,Koutoub Moustapha Sano,1093887825,Start
2563,Mamba Sano,1009816569,Stub
2564,Aissata Mariama Soumah,1097485606,Stub
2565,Ibrahima Abé Sylla,1107767553,Start
2566,Diallo Telli,1102824817,C
2567,Abdoulaye Touré,1112724313,Start
2568,Ahmed Sékou Touré,1112724316,C
2569,Facinet Touré,1098811499,Stub
2570,Fode Mamadou Touré,1106179969,Stub
2571,Ismaël Touré,1073451932,GA
2572,Elhadj Oumar Traoré,1096054747,Stub
2573,Fatumata Djau Baldé,1107191100,Stub
2574,Botche Candé,992221311,Stub
2575,Juliano Fernandes,1015285975,Stub
2576,Teodora Inácia Gomes,1060153270,C
2577,Desejado Lima da Costa,1032053724,Stub
2578,Aristide Menezes,962416187,Stub
2579,Florentino Mendes Pereira,1050514853,Stub
2580,Carmelita Pires,1106560808,Start
2581,Antony Beaujon,1106439867,C
2582,Stephen Campbell,1013071843,Start
2583,John Carter (ambassador),1096498796,Start
2584,Peter D'Aguiar,1100463683,C
2585,Roy Fredericks,1104523261,Start
2586,Rahman Baccus Gajraj,1096500129,Stub
2587,Winifred Gaskin,1016837135,C
2588,Joseph Harmon,1106715889,Stub
2589,Rashleigh Jackson,1108864086,Stub
2590,Manzoor Nadir,1114156655,Start
2591,Ubraj Narine,1087702811,Stub
2592,Robert Persaud,1088025837,Stub
2593,Jane Phillips-Gay,1073902299,C
2594,Barton Scotland,1106310966,Stub
2595,C. N. Sharma,1072664390,Start
2596,Alfred A. Thorne,1115788783,B
2597,A. R. F. Webber,1083499032,Start
2598,Robert Victor Evan Wong,1028313429,C
2599,President of Haiti,1098603555,C
2600,Georges Anglade,1111159275,Start
2601,Paul Arcelin,1052181280,Start
2602,Rosalvo Bobo,1107825181,Start
2603,Jean-Fernand Brierre,1112520458,Start
2604,Luckner Cambronne,1105781428,Start
2605,Massillon Coicou,1101538289,C
2606,Oswald Durand,1067767886,C
2607,Evans Lescouflair,1109006283,Stub
2608,Gérard Gourgue,1105537507,Start
2609,Ariel Henry,1114435824,GA
2610,Fernand Hibbert,1031557383,Stub
2611,Jean-Chrisostôme Imbert,1071832914,Stub
2612,Joseph Mécène Jean-Louis,1039764304,Stub
2613,Jean Julme,999440341,Start
2614,Joseph Lambert (Haitian politician),1110088327,Start
2615,Lorimer Denis,1055857995,Start
2616,Robert Manuel (politician),1075518483,Start
2617,Frédéric Marcelin,1089181518,Stub
2618,Alix Mathon,1099843841,Stub
2619,Solon Ménos,1070020572,Stub
2620,André Michel (lawyer),930327874,Stub
2621,Jean-Baptiste Mills,1069328340,Stub
2622,Jules Solime Milscent,983313495,Stub
2623,Jovenel Moïse,1113925402,C
2624,Émile Nau,1087180722,Stub
2625,Septimus Rameau,1070020528,Stub
